oid,matched_via,report_title,db_author,report_author
17254,2018 ND 208,State v. Kibble,(none),Per Curiam
19304,2018 ND 37,"Vacancy in Judgeship No. 4, SCJD",(none),Per Curiam
17176,2018 ND 129,Beeter v. State,(none),Per Curiam
17264,2018 ND 215,State v. Seidel,(none),Per Curiam
17280,2018 ND 220,Tamba v. State,(none),Per Curiam
19339,2018 ND 89,Interest of S.B. (Consolidated w/20180057)(CONFIDENTIAL),(none),Per Curiam
19279,2018 ND 235,Guardianship/Conservatorship of M.J.K.,(none),Per Curiam
17204,2018 ND 149,Matthews v. State,(none),Per Curiam
17277,2018 ND 223,"IRET Properties, et al. v. Williams County Board of Commissioners",(none),Per Curiam
17296,2018 ND 248,Sorlie v. Sorlie,(none),Per Curiam
17209,2018 ND 154,Chase v. State,(none),Per Curiam
17202,2018 ND 150,Oien v. State,(none),Per Curiam
17317,2018 ND 260,Matter of Kulink,Tufte,Per Curiam
17390,2019 ND 55,Matter of Kulink,(none),Per Curiam
17210,2018 ND 163,Odom v. State,(none),Per Curiam
17160,2018 ND 106,Interest of R.C. (CONFIDENTIAL),(none),Per Curiam
17163,2018 ND 105,Interest of A.H. (CONFIDENTIAL),(none),Per Curiam
17271,2018 ND 230,State v. Schlieve,(none),Per Curiam
19341,2018 ND 90,Interest of R.F. (CONFIDENTIAL),(none),Per Curiam
17151,2018 ND 102,Disciplinary Board v. Popper,(none),Per Curiam
17175,2018 ND 126,Interest of K.B. (CONFIDENTIAL),(none),Per Curiam
19283,2018 ND 239,Pederson v. State,(none),Per Curiam
17201,2018 ND 159,Adoption of B.A.T. (CONFIDENTIAL),(none),Per Curiam
17159,2018 ND 107,Interest of F.M.G. (CONFIDENTIAL),(none),Per Curiam
19277,2018 ND 233,"Prairie Winds Apartments 1, LLC v. Stark County Board of Commissioners (cons",(none),Per Curiam
17346,2019 ND 15,Kieson v. Kieson,(none),Per Curiam
19278,2018 ND 234,McGath v. Waide,(none),Per Curiam
17319,2018 ND 250,Interest of D.V.A. (Confidential),(none),Per Curiam
17314,2018 ND 252,State v. Hebert,(none),Per Curiam
19271,2018 ND 191,Interest of M.S.H. (CONFIDENTIAL)(consolidated w/20180173 & 20180174),(none),Per Curiam
17297,2018 ND 249,State v. Mejia,(none),Per Curiam
17343,2019 ND 7,"State, et al. v. McGath",(none),Per Curiam
17311,2018 ND 251,Sabot v. State,(none),Per Curiam
19446,2019 ND 3,Interest of P.T.D. (CONFIDENTIAL) (consolidated w/20180193-20180196),(none),Per Curiam
17339,2019 ND 2,"DeLong v. Shields, et al.",(none),Per Curiam
19253,2018 ND 152,Interest of A.C. (CONFIDENTIAL)(CONSOLIDATED W/20180201),(none),Per Curiam
19259,2018 ND 160,Interest of N.F.F. (CONFIDENTIAL) (consolidated w/20180220 & 20180221),(none),Per Curiam
17337,2019 ND 6,State v. Simundson,(none),Per Curiam
17194,2018 ND 145,"Vacancy in Judgeship No. 2, South Central Judicial District",(none),Per Curiam
17373,2019 ND 38,State v. Cody,(none),Per Curiam
17336,2019 ND 4,Schwab v. State,(none),Per Curiam
17237,2018 ND 186,Disciplinary Board v. Bruhn,(none),Per Curiam
17235,2018 ND 187,Disciplinary Board v. Bruhn,(none),Per Curiam
17340,2019 ND 5,Lunde v. Paulson,(none),Per Curiam
19498,2020 ND 157,State v. Banyee (consolidated w/ 20190281),(none),Per Curiam
17236,2018 ND 188,Disciplinary Board v. Turcotte,(none),Per Curiam
19455,2019 ND 36,State v. Goldsack (consolidated w/20180266),(none),Per Curiam
17238,2018 ND 190,Interest of A.T. (Confidential),(none),Per Curiam
17241,2018 ND 193,Interest of E.P. (CONFIDENTIAL),(none),Per Curiam
17368,2019 ND 34,State v. Brakke,(none),Per Curiam
17380,2019 ND 33,Smith v. State,(none),Per Curiam
17375,2019 ND 40,State v. Christie,(none),Per Curiam
17258,2018 ND 207,Interest of I.N. (CONFIDENTIAL),(none),Per Curiam
19456,2019 ND 39,Heldstab v. Heldstab,(none),Per Curiam
17401,2019 ND 62,White v. State,(none),Per Curiam
17366,2019 ND 32,"Tollefson v. Anderson & Fercho, PLLP, et al.",(none),Per Curiam
17419,2019 ND 88,Interest of D.M.H. (CONFIDENTIAL),(none),Per Curiam
19280,2018 ND 236,Interest of G.F. (CONFIDENTIAL),(none),Per Curiam
17273,2018 ND 232,"Vacancy in Judgeship No. 2, East Central Judicial District",(none),Per Curiam
17370,2019 ND 37,Hagen v. Horst,(none),Per Curiam
17275,2018 ND 222,Interest of S.R. (CONFIDENTIAL),(none),Per Curiam
17426,2019 ND 91,State v. Johnson,(none),Per Curiam
19368,2019 ND 182,State v. West,(none),Per Curiam
19457,2019 ND 59,State v. Gomez,(none),Per Curiam
17399,2019 ND 63,Gonzales v. WSI,(none),Per Curiam
17433,2019 ND 92,Interest of C.D.C. (CONFIDENTIAL),(none),Per Curiam
17450,2019 ND 116,Keller v. State,(none),Per Curiam
17452,2019 ND 120,Curtiss v. State,(none),Per Curiam
17431,2019 ND 93,Horst v. Horst,(none),Per Curiam
17345,2019 ND 8,Interest of D.M.W. (CONFIDENTIAL),(none),Per Curiam
19458,2020 ND 1,Chatman v. State,(none),Per Curiam
17454,2019 ND 117,State v. Johnson,(none),Per Curiam
17482,2019 ND 149,Everett v. State,(none),Per Curiam
19454,2019 ND 35,Interest of H.B. (CONFIDENTIAL) (CONSOLIDATED W/20180440 & 20180441),(none),Per Curiam
17451,2019 ND 121,Ali v. State,(none),Per Curiam
17485,2019 ND 152,State v. Taylor,(none),Per Curiam
17453,2019 ND 119,Lavallie v. State,(none),Per Curiam
17398,2019 ND 61,Interest of C.H. (CONFIDENTIAL) (CONSOLIDATED W/20190019-20180021),(none),Per Curiam
17484,2019 ND 148,Blackcloud v. State,(none),Per Curiam
19384,2019 ND 238,State v. Gray,(none),Per Curiam
19383,2019 ND 237,Whetsel v. State,(none),Per Curiam
17424,2019 ND 90,Disciplinary Board v. Turcotte,(none),Per Curiam
17627,2020 ND 56,Caster v. State,Jensen,Per Curiam
17534,2019 ND 187,Caster v. State,(none),Per Curiam
19406,2019 ND 260,State v. Pittenger,(none),Per Curiam
19359,2019 ND 151,City of Dickinson v. Vaagen,(none),Per Curiam
19388,2019 ND 242,Carlson v. State,(none),Per Curiam
19387,2019 ND 241,State v. Gregory,(none),Per Curiam
17573,2019 ND 232,Interest of Hoff,(none),Per Curiam
17483,2019 ND 150,Schatz v. N.D. Dep't of Transportation,(none),Per Curiam
19415,2019 ND 269,Watkins v. State,(none),Per Curiam
19350,2019 ND 118,Interest of F.M.G. (CONFIDENTIAL),(none),Per Curiam
19434,2019 ND 288,Neutman v. N.D. Dep't of Transportation,(none),Per Curiam
19373,2019 ND 213,Disciplinary Board v. Bolinske (consolidated with 20190110),(none),Per Curiam
19390,2019 ND 244,First National Bank of Omaha v. Young,(none),Per Curiam
19399,2019 ND 253,Interest of D.V.A. (Confidential),(none),Per Curiam
19391,2019 ND 245,"Ramirez v. Houge, et al.",(none),Per Curiam
19395,2019 ND 249,"Huerd v. General Motors, LLC",(none),Per Curiam
19423,2019 ND 277,Matter of O.H.W. (CONFIDENTIAL),(none),Per Curiam
19396,2019 ND 250,State v. Ruddell,(none),Per Curiam
19417,2019 ND 271,State v. Dubois,(none),Per Curiam
19411,2019 ND 265,State v. Wallace,(none),Per Curiam
19410,2019 ND 264,Matter of Emelia Hirsch Trust,(none),Per Curiam
19431,2019 ND 285,Lebeau v. State,(none),Per Curiam
19416,2019 ND 270,"Wolf v. Wolf, et al.",(none),Per Curiam
19513,2020 ND 2,Friesz v. State,(none),Per Curiam
17602,2020 ND 45,Interest of G.L.D. (CONFIDENTIAL),(none),Per Curiam
19451,2019 ND 304,Interest of G.L.D. (CONFIDENTIAL),(none),Per Curiam
19412,2019 ND 266,State v. Buchanan,(none),Per Curiam
19428,2019 ND 282,State Tax Commissioner v. Bosset,(none),Per Curiam
17594,2020 ND 36,Carlson v. Carlson,VandeWalle,Per Curiam
19562,2020 ND 57,Carlson v. Carlson,(none),Per Curiam
19413,2019 ND 267,"Kemmet v. Steiner, et al.",(none),Per Curiam
17551,2019 ND 208,Matter of Reciprocal Discipline of Rosso,(none),Per Curiam
17550,2019 ND 209,Matter of Reciprocal Discipline of Scher,(none),Per Curiam
19427,2019 ND 281,Wilber v. Scaff,(none),Per Curiam
19552,2020 ND 29,State v. Brown,(none),Per Curiam
17578,2020 ND 4,Behm v. Behm,(none),Per Curiam
17554,2019 ND 212,Chambering New District Judgeship in the SCJD,(none),Per Curiam
19450,2019 ND 303,Rath v. Rath,(none),Per Curiam
19381,2019 ND 235,Interest of G.D-M. (CONFIDENTIAL) (consol. w/ 20190233),(none),Per Curiam
19393,2019 ND 247,Interest of G.T. (CONFIDENTIAL)(consol. w/20190258-20190260 & 20190265-20190268),(none),Per Curiam
19557,2020 ND 43,State v. Benson,(none),Per Curiam
19563,2020 ND 58,"Sapa, et al. v. Lofthus",(none),Per Curiam
19418,2019 ND 272,Interest of J.T.L.D. (CONFIDENTIAL),(none),Per Curiam
19553,2020 ND 3,Gabel v. Thompson,(none),Per Curiam
17617,2020 ND 55,Interest of D.M.D. (CONFIDENTIAL),(none),Per Curiam
17640,2020 ND 94,State v. Darji,(none),Per Curiam
19580,2020 ND 96,Rath v. Rath,(none),Per Curiam
19481,2020 ND 127,State v. Mooney,(none),Per Curiam
19579,2020 ND 95,State v. Helmenstein,(none),Per Curiam
19482,2020 ND 128,Davies v. State (consolidated w/ 20190341 & 20190342),(none),Per Curiam
19463,2020 ND 109,Horvath v. State,(none),Per Curiam
19452,2019 ND 305,"Vacancy in Judgeship No. 7, South Central Judicial District  (consol. 20190371)",(none),Per Curiam
19564,2020 ND 59,"Wasley v. WSI, et al.",(none),Per Curiam
19496,2020 ND 149,State v. Kuntz,(none),Per Curiam
19566,2020 ND 61,SAEJ Enterprises v. WSI,(none),Per Curiam
19452,2019 ND 305,"Vacancy in Judgeship No. 6, South Central Judicial District (consol. 20190346)",(none),Per Curiam
17669,2020 ND 166,State v. Arends,(none),Per Curiam
17637,2020 ND 88,State v. Burow,(none),Per Curiam
17629,2020 ND 28,"Vacancy in Judgeship No. 5, East Central Judicial District",(none),Per Curiam
17660,2020 ND 139,State v. Blake,(none),Per Curiam
19477,2020 ND 122,State v. Stenbak,(none),Per Curiam
17636,2020 ND 99,"New Freedom Center v. Job Service, et al.",(none),Per Curiam
19465,2020 ND 111,Thiel v. Thiel,(none),Per Curiam
19490,2020 ND 141,Kalmio v. State,(none),Per Curiam
17656,2020 ND 138,Poole v. State,(none),Per Curiam
19461,2020 ND 103,"Decker v. WSI, et al.",(none),Per Curiam
17654,2020 ND 133,State v. Bethancorth,(none),Per Curiam
17666,2020 ND 163,State v. Lindquist,(none),Per Curiam
17667,2020 ND 158,State v. Metz,(none),Per Curiam
19469,2020 ND 115,Kling v. NDDOT,(none),Per Curiam
17693,2020 ND 198,State v. Tolbert,(none),Per Curiam
17653,2020 ND 134,Oien v. State,(none),Per Curiam
19558,2020 ND 44,Interest of E.K. (CONFIDENTIAL),(none),Per Curiam
19510,2020 ND 191,State v. Silk,(none),Per Curiam
17704,2020 ND 211,Toure v. State,(none),Per Curiam
17692,2020 ND 199,Velasquez v. State,(none),Per Curiam
19565,2020 ND 60,Interest of R.S. (CONFIDENTIAL),(none),Per Curiam
19483,2020 ND 129,Matter of Emelia Hirsch Trust,(none),Per Curiam
17700,2020 ND 210,Beyer v. State,(none),Per Curiam
19572,2020 ND 82,Interest of M.M. (CONFIDENTIAL),(none),Per Curiam
19487,2020 ND 137,"Stoneart OFS LLC, et al. v. WSI",(none),Per Curiam
17665,2020 ND 164,A.R. Audit Services Inc. v. Young,(none),Per Curiam
17662,2020 ND 156,Harrison v. State,(none),Per Curiam
17833,2021 ND 112,Atkins v. State,(none),Per Curiam
19550,2020 ND 269,Atkins v. State,Jensen,Per Curiam
17703,2020 ND 220,Gonzalez v. State,(none),Per Curiam
19532,2020 ND 246,State v. Richardson,(none),Per Curiam
17691,2020 ND 195,Interest of J.F. (CONFIDENTIAL)(consolidated with 20200089),(none),Per Curiam
19575,2020 ND 86,Interest of A.T. (CONFIDENTIAL),(none),Per Curiam
19574,2020 ND 84,Interest of F.M.G. (Confidential),(none),Per Curiam
17697,2020 ND 214,State v. Trefethren,(none),Per Curiam
19530,2020 ND 244,State v. Wilkinson,(none),Per Curiam
17699,2020 ND 219,State v. Lubitz,(none),Per Curiam
17698,2020 ND 215,City of Minot v. Miller,(none),Per Curiam
17702,2020 ND 221,Yost v. State (consolidated w/20200149-2020151),(none),Per Curiam
17729,2020 ND 238,Burden v. State,(none),Per Curiam
17695,2020 ND 222,"Thiele v. Bousquet, et al.",(none),Per Curiam
17686,2020 ND 178,"Berg v. Jaeger, et al.",(none),Per Curiam
19635,2021 ND 78,Shaw v. State,(none),Per Curiam
17752,2021 ND 15,Interest of A.R.S. (CONFIDENTIAL)(consolidated w/ 20200200),(none),Per Curiam
19544,2020 ND 263,"NBS Consulting v. Harris, et al.",(none),Per Curiam
17743,2021 ND 9,State v. Rivera-Rieffel,(none),Per Curiam
17682,2020 ND 177,"Haugen, et al. v. Jaeger, et al.",(none),Per Curiam
17789,2021 ND 64,Interest of S.R. (CONFIDENTIAL)(consolidated w/20200215),(none),Per Curiam
17751,2021 ND 14,Munzal v. State,(none),Per Curiam
17750,2021 ND 13,Matter of Didier,(none),Per Curiam
17687,2020 ND 190,"Oversen, et al. v. Jaeger",(none),Per Curiam
17724,2020 ND 229,Disciplinary Board v. Hibl,(none),Per Curiam
17727,2020 ND 239,Interest of K.R.C.W. (CONFIDENTIAL),(none),Per Curiam
17770,2021 ND 41,State v. Molina,(none),Per Curiam
19517,2020 ND 203,"Onstad v. Jaeger, et al.",(none),Per Curiam
17753,2021 ND 16,State v. Bear King,(none),Per Curiam
17730,2020 ND 230,"Vacancy in Judgeship No. 5, Northeast Judicial District",(none),Per Curiam
17776,2021 ND 47,Saucedo v. State,(none),Per Curiam
17800,2021 ND 77,Interest of P.F. (CONFIDENTIAL) (consolidated w/20200284),(none),Per Curiam
17790,2021 ND 66,State v. Rennie,(none),Per Curiam
17823,2021 ND 96,Mistic v. Mistic,(none),Per Curiam
17779,2021 ND 51,Tebay v. State (consolidated w/ 20200317),(none),Per Curiam
19591,2021 ND 127,City of Lincoln v. McCorkell,(none),Per Curiam
17793,2021 ND 69,State v. Landis,(none),Per Curiam
17812,2021 ND 91,Lyons v. State,(none),Per Curiam
17749,2021 ND 10,Interest of M.M. (CONFIDENTIAL) (consolidated w/20200336 - 20200339),(none),Per Curiam
17843,2021 ND 125,State v. Crites,(none),Per Curiam
17840,2021 ND 122,Dietzler v. Dietzler,(none),Per Curiam
19592,2021 ND 129,Matter of O.H.W. (CONFIDENTIAL),(none),Per Curiam
17883,2021 ND 187,State v. Woodruff,(none),Per Curiam
17769,2021 ND 40,Interest of L.T.D. (CONFIDENTIAL)  (consolidated w/20210035),(none),Per Curiam
17834,2021 ND 114,Thompson v. State,(none),Per Curiam
19601,2021 ND 167,Sims v. Sims,(none),Per Curiam
17824,2021 ND 102,State v. Coleman,(none),Per Curiam
17887,2021 ND 180,State v. Reddog,(none),Per Curiam
19610,2021 ND 197,Interest of S.A. (CONFIDENTIAL) (consolidated w/20210062),(none),Per Curiam
19588,2021 ND 121,WSI v. Kemmet,(none),Per Curiam
17885,2021 ND 177,Brickle-Hicks v. State,(none),Per Curiam
19632,2021 ND 67,Interest of A.G. (CONFIDENTIAL),(none),Per Curiam
17791,2021 ND 65,Interest of F.M.G. (CONFIDENTIAL),(none),Per Curiam
17873,2021 ND 165,Fleck v. State,(none),Per Curiam
17912,2021 ND 219,State v. Rieger,(none),Per Curiam
17891,2021 ND 193,State v. Jensen,(none),Per Curiam
17878,2021 ND 168,Carpenter v. State,(none),Per Curiam
17906,2021 ND 207,Guardianship and Conservatorship of T.G.P.C.,(none),Per Curiam
19585,2021 ND 115,Interest of K.C. (CONFIDENTIAL) (consolidated with 20210123 & 20210124),(none),Per Curiam
17912,967 N.W.2d 778,"Swanson v. Larson, et al.",(none),"Crothers, Daniel John"
17927,2021 ND 230,State v. Olsen,(none),Per Curiam
19611,2021 ND 201,Interest of L.L.D.R. (CONFIDENTIAL),(none),Per Curiam
19584,2021 ND 113,Interest of C.G. (CONFIDENTIAL)(consolidated w/ 20210133),(none),Per Curiam
19604,2021 ND 176,State v. Clemens,(none),Per Curiam
17914,2021 ND 224,State v. Hatcher,(none),Per Curiam
17884,2021 ND 179,State v. Urrabazo,(none),Per Curiam
17856,2021 ND 142,Matter of Emelia Hirsch Trust,(none),Per Curiam
17892,2021 ND 191,"Dunford v. Tryhus, et al.",(none),Per Curiam
17929,2021 ND 231,"Visser v. Visser, et al.",(none),Per Curiam
17918,2021 ND 221,"Narloch v. Narloch, et al.",(none),Per Curiam
17916,2021 ND 220,State v. Lindeman,(none),Per Curiam
17981,2022 ND 56,State v. Almklov (consolidated w/20210163),(none),Per Curiam
19594,2021 ND 138,In the Matter of the Adoption of M.E. (CONFIDENTIAL),(none),Per Curiam
17920,2021 ND 233,Hehr v. Hehr,(none),Per Curiam
19593,2021 ND 130,"Vacancy in Judgeship No. 9, South Central Judicial District",(none),Per Curiam
17967,2022 ND 36,Whetsel v. State (consolidated w/20210181),(none),Per Curiam
19618,2021 ND 222,Hunter v. WSI,(none),Per Curiam
19597,2021 ND 156,Interest of G.J.E.P. (CONFIDENTIAL) (consolidated with 20210189),(none),Per Curiam
19598,2021 ND 157,Interest of T.L.E. (CONFIDENTIAL),(none),Per Curiam
17954,2022 ND 26,"Sherman v. Guillaume, et al.",(none),Per Curiam
17977,2022 ND 45,"Harty Insurance v. Holmes, et al.",(none),Per Curiam
17948,2022 ND 21,State v. Martinez,(none),Per Curiam
17919,2021 ND 234,Heggem v. Heggem,(none),Per Curiam
17938,2022 ND 14,Plaisimond v. State,(none),Per Curiam
17955,2022 ND 25,State v. Clairmont,(none),Per Curiam
17940,2022 ND 5,Lebeau v. State,(none),Per Curiam
19696,2022 ND 33,"Goldade-Jose v. Jose, et al.",(none),Per Curiam
17936,2022 ND 6,"Livingston v. WSI, et al.",(none),Per Curiam
19605,2021 ND 178,Interest of D.H.H. (CONFIDENTIAL),(none),Per Curiam
18047,2022 ND 146,Disciplinary Board v. Baird (consolidated w/ 20210329-20210330),(none),Per Curiam
17890,2021 ND 188,Matter of Reciprocal Discipline of Ruffenach,(none),Per Curiam
19607,2021 ND 184,Interest of K.H. (CONFIDENTIAL) (consolidated w/20210246 & 20210247),(none),Per Curiam
17996,2022 ND 73,Schauer v. Peterson,(none),Per Curiam
17985,2022 ND 55,State v. Schuh,(none),Per Curiam
18051,2022 ND 170,Matter of Rose Henderson Peterson Mineral Trust,(none),Per Curiam
18016,2022 ND 92,Matter of Rose Henderson Peterson Mineral Trust,(none),Per Curiam
17997,2022 ND 74,State v. Heywood,(none),Per Curiam
17982,2022 ND 50,Rogers v. State,(none),Per Curiam
17953,2022 ND 23,Bubel v. Bubel,(none),Per Curiam
19615,2021 ND 211,Interest of C.E. (CONFIDENTIAL),(none),Per Curiam
17975,2022 ND 47,State v. Lusby,(none),Per Curiam
19612,2021 ND 202,Interest of J.M. (CONFIDENTIAL) (consolidated w/20210269-20210272),(none),Per Curiam
18017,2022 ND 93,State v. Ruiz Ledezma,(none),Per Curiam
17998,2022 ND 70,Holmes v. State,(none),Per Curiam
17989,2022 ND 60,Fourth v. State,(none),Per Curiam
18003,2022 ND 77,Hoff v. State,(none),Per Curiam
18001,2022 ND 90,Dixon v. Dixon,(none),Per Curiam
18004,2022 ND 78,State v. Hultberg,(none),Per Curiam
18038,2022 ND 121,State v. Frohlich,(none),Per Curiam
18036,2022 ND 120,State v. Tergesen,(none),Per Curiam
17973,2021 ND 227,"Vacancy in Judgeship No. 4, ECJD",(none),Per Curiam
18002,2022 ND 75,Schultz v. DeClusin,(none),Per Curiam
18028,2022 ND 108,Matter of Didier,(none),Per Curiam
18008,2022 ND 71,Gaede v. State,(none),Per Curiam
19641,2022 ND 115,Schaff v. State,(none),Per Curiam
18009,2022 ND 80,Moncada v. State,(none),Per Curiam
18026,2022 ND 112,State v. Kelly (consolidated w/ 20210350),(none),Per Curiam
17993,2022 ND 81,Etemad v. State,(none),Per Curiam
19645,2022 ND 127,Interest of A.G. (CONFIDENTIAL) (consolidated w/20210346),(none),Per Curiam
18010,2022 ND 82,Bridges v. State (consolidated w/20210352),(none),Per Curiam
17994,2022 ND 79,Solberg v. Hennessy,(none),Per Curiam
19640,2022 ND 114,Atkins v. State,(none),Per Curiam
18000,2022 ND 88,"Eckroth v. Eckroth, et al.",(none),Per Curiam
19655,2022 ND 142,State v. Koon,(none),Per Curiam
18074,2022 ND 175,State v. Lockwood (consolidated w/20220020 & 20220021),(none),Per Curiam
18019,2022 ND 97,Wheeler v. State (consolidated w/20220025 & 20220026),(none),Per Curiam
17991,2022 ND 58,Interest of T.H. (CONFIDENTIAL) (consolidated w/20220028-20220030),(none),Per Curiam
19674,2022 ND 162,State v. Doglod,(none),Per Curiam
19646,2022 ND 129,State v. Taylor,(none),Per Curiam
17976,2022 ND 48,Interest of R.S. (CONFIDENTIAL),(none),Per Curiam
19700,2022 ND 42,"Vacancy in Judgeship No. 6, ECJD",(none),Per Curiam
19704,2022 ND 62,Adoption of A.A.H. (CONFIDENTIAL),(none),Per Curiam
18043,2022 ND 130,State v. Johansen,(none),Per Curiam
18024,2022 ND 103,Matter of Shane Lance Yates,(none),Per Curiam
18024,2022 ND 103,Matter of Amy Jo Yates,(none),Per Curiam
19656,2022 ND 143,State v. Greff,(none),Per Curiam
18040,2022 ND 123,Interest of A.C. (CONFIDENTIAL),Jensen,Per Curiam
18052,2022 ND 169,Interest of A.C. (CONFIDENTIAL),Jensen,Per Curiam
18071,2022 ND 176,State v. Pieper,(none),Per Curiam
18146,2023 ND 35,"Boutrous, et al. v. Transform Operating Stores, et al.",(none),Per Curiam
18077,2022 ND 178,"Queen v. Martel, et al.",(none),Per Curiam
18142,2023 ND 32,"Queen v. Martel, et al.",Tufte,Per Curiam
18079,2022 ND 181,State v. Wilson,(none),Per Curiam
18044,2022 ND 131,Interest of A.P. (CONFIDENTIAL) (consolidated w/ 20220130 & 20220131),(none),Per Curiam
19678,2022 ND 180,"Schmidt v. Hageness, et al.",(none),Per Curiam
18117,2022 ND 232,Matter of Wolff,(none),Per Curiam
18089,2022 ND 195,State v. Lane,(none),Per Curiam
18045,2022 ND 133,Interest of T.E. (CONFIDENTIAL),(none),Per Curiam
18073,2022 ND 173,"Mayo v. Buchholz, et al.",(none),Per Curiam
19682,2022 ND 194,Interest of K.L.B. (CONFIDENTIAL),(none),Per Curiam
18101,2022 ND 226,Buchholz v. Mayo,(none),Per Curiam
18092,2022 ND 192,Williamson v. State,(none),Per Curiam
18048,2022 ND 167,Interest of J.G. (CONFIDENTIAL) (consolidated w/20220190),(none),Per Curiam
18111,2022 ND 224,Matter of Emelia Hirsch Trust,(none),Per Curiam
18107,2022 ND 218,State v. Tully,(none),Per Curiam
18102,2022 ND 223,"Schmidt v. Hageness, et al.",(none),Per Curiam
18115,2022 ND 237,State v. Clauthier (consolidated w/20220224),(none),Per Curiam
18126,2023 ND 10,State v. Moore,(none),Per Curiam
18149,2023 ND 34,State v. McLaughlin,(none),Per Curiam
18070,2022 ND 174,Interest of T.L.E. (CONFIDENTIAL),(none),Per Curiam
18171,2023 ND 79,"Hanson v. Hettervig, et al.",(none),Per Curiam
19822,2023 ND 52,Matter of O.H.W. (CONFIDENTIAL),(none),Per Curiam
18129,2023 ND 30,Krogstad v. State,(none),Per Curiam
18125,2023 ND 3,State v. Banerjee,(none),Per Curiam
18169,2023 ND 54,"Pozorski, et al. v. Trucks, Trailers & More, et al.",(none),Per Curiam
18116,2022 ND 238,"Washington v. Job Service, et al.",(none),Per Curiam
18140,2023 ND 13,Cook v. State,(none),Per Curiam
19683,2022 ND 200,Interest of E.H. (CONFIDENTIAL)(consol. w/20220273-20220276),(none),Per Curiam
18178,2023 ND 70,State v. Jacobs,(none),Per Curiam
18158,2023 ND 64,Wilkinson v. State,(none),Per Curiam
18188,2023 ND 87,Johnson v. City of Jamestown,(none),Per Curiam
18167,2023 ND 59,Richardson v. State,(none),Per Curiam
18130,2023 ND 26,State v. Knight,(none),Per Curiam
19691,2022 ND 227,Disciplinary Board v. Baird,(none),Per Curiam
18094,2022 ND 209,Interest of A.M.K. (CONFIDENTIAL),(none),Per Curiam
18198,2023 ND 104,State v. Johnson,(none),Per Curiam
18177,2023 ND 74,Krueger v. Krueger,(none),Per Curiam
18196,2023 ND 102,State v. Heinrich,(none),Per Curiam
19714,2023 ND 105,Brown v. State,(none),Per Curiam
18162,2023 ND 67,Whetsel v. State,(none),Per Curiam
18113,2022 ND 228,Disciplinary Board v. Overboe (Interim Suspension),(none),Per Curiam
18191,2023 ND 92,Gartei v. Gartei,(none),Per Curiam
19763,2023 ND 177,State v. Weah,(none),Per Curiam
18122,2023 ND 5,Interest of S.M.B. (CONFIDENTIAL),(none),Per Curiam
18189,2023 ND 93,Matter of Shane Lance Yates,(none),Per Curiam
18189,2023 ND 93,Matter of Amy Jo Yates,(none),Per Curiam
19816,2023 ND 31,Interest of V.C. (CONFIDENTIAL),(none),Per Curiam
19721,2023 ND 117,"Laducer v. Laducer, et al.",(none),Per Curiam
19764,2023 ND 178,State v. Cahoon,(none),Per Curiam
19797,2023 ND 21,Interest of R.S.,(none),Per Curiam
19717,2023 ND 11,"Vacancy in Judgeship No. 2, SCJD",(none),Per Curiam
19780,2023 ND 193,State v. Harris,(none),Per Curiam
19821,2023 ND 49,Interest of C.V.,(none),Per Curiam
19750,2023 ND 165,Buller v. Buller,(none),Per Curiam
19761,2023 ND 175,State v. Hanson,(none),Per Curiam
19751,2023 ND 166,"Bechtle v. Bechtle, et al.",(none),Per Curiam
19752,2023 ND 167,Ruiz Ledezma v. State,(none),Per Curiam
19825,2023 ND 60,Interest of D.H. (CONFIDENTIAL),(none),Per Curiam
19759,2023 ND 173,Matter of John V. Klein Trust,(none),Per Curiam
19827,2023 ND 72,Interest of J.S. (CONFIDENTIAL),(none),Per Curiam
18176,2023 ND 83,"Vacancy in Judgeship No. 3, NWJD",(none),Per Curiam
19765,2023 ND 179,Williamson v. State,(none),Per Curiam
18220,2023 ND 159,Disciplinary Board v. Baird,(none),Per Curiam
19760,2023 ND 174,State v. Entzel,(none),Per Curiam
19828,2023 ND 73,Interest of K.B. (CONFIDENTIAL),(none),Per Curiam
19785,2023 ND 198,State v. Montenegro,(none),Per Curiam
19745,2023 ND 160,Disciplinary Board v. Overboe,(none),Per Curiam
19786,2023 ND 199,Interest of E.E.J.-C. (Confidential),(none),Per Curiam
19787,2023 ND 200,"Padilla v. Klimpel, et al.",(none),Per Curiam
19715,2023 ND 107,Interest of T.H.P.B. (CONFIDENTIAL),(none),Per Curiam
19762,2023 ND 176,State v. Powell,(none),Per Curiam
19753,2023 ND 168,Suiter v. NDDOT,(none),Per Curiam
20056,2024 ND 81,"Morales v. Weatherford U.S., et al.",Bahr,"Crothers, Daniel John"
18200,2023 ND 110,Interest of I.X.F. (CONFIDENTIAL),(none),Per Curiam
19799,2023 ND 211,McGinnis v. State,(none),Per Curiam
19835,2023 ND 95,Chambering of Two New Judgeships in the East Central Judicial District,(none),Per Curiam
19788,2023 ND 201,State v. Ortiz,(none),Per Curiam
19800,2023 ND 212,State v. Sparkman,(none),Per Curiam
18204,2023 ND 118,Interest of I.C.,(none),Per Curiam
19746,2023 ND 161,Disciplinary Board v. Pilch,(none),Per Curiam
19747,2023 ND 162,Disciplinary Board v. Pilch,(none),Per Curiam
